Puntuacion_Total
7.89
1.44
5.8233
9.57
3.9416
2.8617
3.96
2.49
6.8834
6.925
8.5917
4.2984
7.8625
8.4917
7.0783
0.37
8.9833
7.7833
9.4166
4.3417
3.3283
6.4483
8.9667
3.0583
6.9916
2.3083
4.2042
2.3625
1.3625
3.8416
7.22
5.8083
3.99
5.725
9.66
1.66
7.14
5.6633
1.58
1.7708
7.4375
5.1625
0.6625
9.55
5.8875
5.4417
4.6458
1.3667
6.1875
3.43
5.3567
4.08
0.58
2.775
1.21
6.3083
4.4334
1.96
3.09
7.2834
8.2334
1.3541
4.5375
8.0867
7.4667
6.89
0.5958
2.74
7.1833
3.29
9.85
2.965
8.1367
7.5666
5.5917
8.0625
3.17
5.19
8.5916
3.9875
7.31
0.31
5.21
1.71
4.1967
0.3875
0.78
5.6083
3.9334
2.0792
2.2417
1.325
0.325
5.8525
3.3042
0.3042
8.074
4.155
4.0471
3.82
7.9333
4.9117
6.7584
3.8083
8.9166
4.6459
4.2033
9.2417
6.4667
8.97
3.8209
0.6417
2.19
0.1911
6.16
3.8958
6.5084
4.1917
6.8833
4.4667
6.3084
3.3917
4.8083
4.5334
5.29
1.79
6.4916
8.21
1.0708
0.2667
1.7417
6.6333
1.5583
3.725
7.9375
6.6834
3.1083
7.92
5.3083
7.71
1.3417
6.4416
2.1583
7.77
1.77
0.3083
0.925
4.4416
7.67
1.67
5.7333
5.0042
2.525
4.7459
5.41
0.41
4.8166
9.5583
0.19
5.7667
4.84
1.7267
5.225
2.52
1.5667
0.5333
4.6084
0.8667
3.9666
7.3834
5.5083
6.025
5.9333
6.295
6.2416
7.5166
3.4416
5.2767
0.86
8.4084
7.5208
6.2584
7.3959
8.17
8.3541
6.725
8.3958
6.0209
5.31
1.31
9.7083
0.9333
6.8584
6.9792
7.9666
6.3875
1.9467
9.3958
4.3958
8.5334
2.2375
0.6459
6.92
9.41
1.41
4.9792
1.825
6.6166
7.6042
2.2017
3.08
6.475
0.3167
5.9666
1.8584
3.2542
0.5416
1.2417
4.48
5.0334
5.6249
1.6249
2.6292
5.3166
4.38
1.13
6.9834
4.1334
9.6
3.6533
6.275
2.6583
4.3208
4.6333
2.2833
9.4417
7.4833
4.165
1.63
4.7416
0.475
8.8125
6.46
3.7708
3.225
3.8417
1.0333
7.7417
5.86
0.36
7.7167
9.2833
6.1616
8.56
6.0917
5.1834
4.7166
6.3417
4.4083
6.3584
1.0167
6.1459
8.935
1.56
3.3767
8.265
0.6167
2.9833
5.425
2.4417
7.9334
6.7666
4.7959
1.6459
6.675
9.525
5.2167
6.8749
3.8749
5.5166
4.3584
7.7166
3.7542
3.325
3.8916
4.4916
8.7167
7.19
3.4333
4.7584
9.0625
5.4567
9.7916
3.3417
2.1584
8.2384
9.72
8.5416
8.8666
4.4917
8.1333
9.9166
8.1166
6.5584
6.3042
8.9791
9.075
4.5917
4.9291
5.8208
3.42
1.8167
9.9084
7.1042
2.0042
4.7367
9.6167
5.975
8.4791
5.58
1.83
5.8458
9.9375
8.3875
7.275
6.2708
9.6375
6.5001
4.5001
1.575
7.5125
9.3334
8.4375
2.8126
6.3959
7.7333
3.6417
8.1167
6.9375
4.6958
4.425
9.1583
7.6125
7.0184
8.825
4.1375
5.6917
0.2291
7.2625
3.5625
6.2417
8.9375
6.5625
8.6583
2.94
5.7167
4.3042
7.0958
7.1084
3.235
4.0791
5.575
8.49
1.99
5.8125
7.3417
3.2291
6.7625
7.9084
3.01
7.5541
7.3666
5.8167
8.3125
9.4584
5.7867
2.71
0.46
8.2625
2.6883
4.525
3.7625
6.3542
6.02
2.675
1.8083
7.2292
8.9584
7.4791
7.7584
5.7416
4.68
0.5167
3.1333
8.1459
6.7001
3.5001
9.7917
7.6333
0.27
6.0533
0.22
0.5667
6.6917
1.8833
8.4333
7.525
2.03
5.2501
4.5067
2.2501
6.0083
5.4833
8.5667
4.12
0.12
5.4625
5.77
1.27
5.7334
8.4667
2.47
1.1333
6.7709
8.2333
7.39
6.8666
3.3749
6.1334
5.1384
0.93
7.0209
6.3541
5.7709
3.2417
8.4
5.4375
0.9667
2.2542
1.4042
4.8542
6.5042
5.9917
6.57
6.9567
2.04
5.3133
1.98
1.33
4.0334
8.1875
7.4875
5.3458
8.075
3.74
8.4916
7.1166
4.9084
7.0042
5.3958
5.2416
1.04
6.3583
6.8167
5.2292
5.295
7.975
4.5666
4.57
5.7833
4.6251
2.5916
1.6251
2.4117
3.1916
5.2042
1.6042
6.5167
2.7875
6.2834
3.825
7.8667
8.2833
3.92
6.94
4.4708
3.89
4.9625
4.18
4.0041
1.8541
5.0209
6.0625
4.8416
4.11
6.6459
4.0958
7.4792
3.9083
5.2708
4.325
2.42
2.8917
5.9916
2.3749
7.5167
1.7167
0.7333
3.0042
2.075
9.9834
5.5916
9.2709
7.8917
4.9292
8.7917
7.6834
3.075
3.7291
2.82
5.5125
5.54
2.54
5.1567
4.725
7.8267
1.16
1.8583
3.9916
9.7416
1.32
2.975
4.285
0.66
2.275
1.2167
4.4084
6.8916
3.5209
0.5209
7.3416
4.4834
5.475
5.9416
6.14
5.0633
0.73
4.0083
4.5209
4.3583
6.6616
4.3541
4.8084
7.5667
5.6334
5.9792
5.6416
2.4792
3.5583
6.0334
6.575
6.9333
5.3666
5.2666
6.4792
3.4334
4.6041
7.1459
1.3958
0.4333
5.8541
6.1041
1.4333
2.1041
7.2709
3.2709
5.3959
6.2292
4.275
4.825
4.8959
