Puntuacion_Total
10.0000
9.2000
9.0000
8.7084
8.5833
8.5000
8.4167
8.2916
8.0416
8.0000
7.9750
7.8667
7.8500
7.8334
7.7916
7.7500
7.7084
7.7000
7.5834
7.5833
7.5416
7.5000
7.4584
7.4167
7.3333
7.2500
7.2000
7.1667
7.1250
7.0042
7.0000
6.9583
6.9375
6.9167
6.8750
6.8500
6.8167
6.7916
6.7667
6.6250
6.5833
6.5167
6.5000
6.4583
6.4166
6.3750
6.3583
6.3333
6.3000
6.2834
6.2500
6.1500
6.1250
6.1042
6.1000
6.0416
6.0000
5.8750
5.8333
5.8250
5.7916
5.7833
5.7500
5.7084
5.7083
5.6666
5.5833
5.5417
5.5333
5.5000
5.4583
5.4500
5.4375
5.4167
5.3958
5.3333
5.2950
5.2416
5.2292
5.2084
5.2083
5.2042
5.1333
5.0417
5.0000
4.9583
4.9000
4.8833
4.8333
4.7500
4.7416
4.7167
4.6667
4.6666
4.6500
4.6251
4.6250
4.6000
4.5833
4.5700
4.5666
4.5625
4.5000
4.3333
4.3125
4.2917
4.2500
4.2250
4.2084
4.2083
4.1416
4.1000
4.0667
4.0625
4.0209
4.0000
3.9667
3.9500
3.9167
3.8666
3.8250
3.7917
3.7833
3.7500
3.7083
3.6667
3.6500
3.6333
3.5833
3.5500
3.5400
3.5000
3.4583
3.4167
3.4000
3.3833
3.3583
3.3500
3.3333
3.3125
3.2083
3.2000
3.1916
3.1459
3.1250
3.0500
3.0000
2.9583
2.9500
2.8333
2.8000
2.7875
2.7667
2.7500
2.6500
2.5916
2.5833
2.5417
2.5000
2.4333
2.4167
2.4117
2.3500
2.3000
2.2500
2.2333
2.1333
2.0500
2.0000
1.9167
1.8500
1.8333
1.8000
1.7833
1.7750
1.7500
1.7333
1.7000
1.6250
1.6000
1.5500
1.5000
1.4500
1.4167
1.3333
1.2500
1.0833
1.0000
0.8500
0.7000
0.6667
0.6042
0.5000
0.4000
0.3500
0.2500
0.2000
0.0000
