Puntuacion_Total
0.4167
0.0
0.0
0.0
4.3333
0.0
0.0
0.0
2.5
0.0
0.0
0.0
2.2084
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.3333
0.0
0.0
0.0
2.75
0.0
0.0
0.0
6.85
8.0
5.0
7.5833
7.5
6.375
